Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
1.20362E-3,70.610003638,0.831009093,0.019804768,0.725225225,0.605237154
1.20681E-3,70.851145735,0.831802684,0.019617045,0.728228228,0.60770751
1.20973E-3,71.092876999,0.832526318,0.019429322,0.731231231,0.610177866
1.21308E-3,71.335235403,0.833352447,0.019241599,0.734234234,0.62055336
1.21463E-3,71.578079621,0.833734663,0.019053876,0.737237237,0.622035573
1.2232E-3,71.821897095,0.835826124,0.018866154,0.74024024,0.624011858
1.22441E-3,72.0667481,0.836120181,0.018678431,0.743243243,0.629940711
1.22615E-3,72.311824631,0.836539531,0.018490708,0.744744745,0.630928854
1.23092E-3,72.55779524,0.837688739,0.018302985,0.746246246,0.631916996
1.2337E-3,72.800402491,0.838353919,0.018115262,0.747747748,0.633399209
1.23635E-3,73.051536188,0.838983516,0.017927539,0.750750751,0.634881423
1.2428E-3,73.299738612,0.840511156,0.017739816,0.753753754,0.635375494
1.24585E-3,73.54870258,0.841227029,0.017552093,0.756756757,0.635869565
1.2501E-3,73.798312214,0.842222085,0.01736437,0.75975976,0.638833992
1.25105E-3,74.048438455,0.8424424,0.017176647,0.762762763,0.639822134
1.25175E-3,74.298788438,0.842606368,0.016988924,0.765765766,0.641304348
1.25246E-3,74.549256783,0.842771106,0.016801201,0.767267267,0.654150198
1.25568E-3,74.800178885,0.843517454,0.016613479,0.77027027,0.656126482
1.25723E-3,75.051611219,0.843874111,0.016425756,0.771771772,0.661561265
1.26014E-3,75.303543244,0.84454484,0.016238033,0.771771772,0.661561265
1.26889E-3,75.556737967,0.846541521,0.01605031,0.774774775,0.662055336
1.27193E-3,75.811047861,0.84722879,0.015862587,0.777777778,0.664031621
1.27319E-3,76.065584482,0.8475114,0.015674864,0.780780781,0.665513834
1.27598E-3,76.320725145,0.848139262,0.015487141,0.783783784,0.66798419
1.27712E-3,76.576107002,0.84839475,0.015299418,0.786786787,0.668478261
1.28207E-3,76.832137471,0.849500369,0.015111695,0.788288288,0.668972332
1.28316E-3,77.088723566,0.849740861,0.014923972,0.791291291,0.669466403
1.285E-3,77.345592879,0.850149892,0.014736249,0.794294294,0.670948617
1.28689E-3,77.602898907,0.85056677,0.014548526,0.797297297,0.674407115
1.28835E-3,77.860432171,0.850889848,0.014360803,0.798798799,0.678853755
1.29441E-3,78.119309034,0.8522168,0.014173081,0.801801802,0.684782609
1.29568E-3,78.378400595,0.852495158,0.013985358,0.804804805,0.68527668
1.29766E-3,78.508166922,0.852926257,0.013891496,0.806306306,0.68527668
1.30086E-3,78.768214951,0.853618745,0.013703773,0.807807808,0.685770751
1.30579E-3,79.029260096,0.854681401,0.01351605,0.810810811,0.686758893
1.30888E-3,79.290906456,0.855342886,0.013328327,0.813813814,0.689229249
1.30953E-3,79.55275764,0.855481744,0.013140604,0.816816817,0.692193676
1.31315E-3,79.815228674,0.856251939,0.012952882,0.81981982,0.693181818
1.31474E-3,80.078055136,0.856590754,0.012765159,0.821321321,0.693181818
1.31822E-3,80.34159644,0.857325516,0.012577436,0.822822823,0.693181818
1.31835E-3,80.605265552,0.857351899,0.012389713,0.825825826,0.693181818
1.32084E-3,80.869423652,0.857876382,0.01220199,0.828828829,0.694664032
1.3217E-3,81.001593987,0.858057264,0.012108128,0.83033033,0.696146245
1.32334E-3,81.266232646,0.858400841,0.011920405,0.833333333,0.700098814
1.3253E-3,81.531216784,0.858810277,0.011732683,0.836336336,0.701086957
1.32694E-3,81.796477205,0.85915172,0.01154496,0.839339339,0.714426877
1.32763E-3,82.061987798,0.859295201,0.011357237,0.840840841,0.714426877
1.32881E-3,82.327721159,0.859539049,0.011169514,0.842342342,0.714920949
1.33067E-3,82.593817261,0.8599258,0.010981791,0.845345345,0.716897233
1.33559E-3,82.860618522,0.860939207,0.010794068,0.846846847,0.720355731
1.33987E-3,83.128206718,0.861815569,0.010606345,0.84984985,0.721343874
1.34029E-3,83.262235679,0.861901203,0.010512484,0.84984985,0.721343874
1.34219E-3,83.530669823,0.862287744,0.010324761,0.852852853,0.721837945
1.3438E-3,83.79941712,0.862615399,0.010137038,0.855855856,0.722826087
1.35098E-3,84.06937639,0.864065653,0.009949315,0.858858859,0.723320158
1.35354E-3,84.34001254,0.864578582,0.009761592,0.861861862,0.7243083
